stat.vsize,stat.endcode,statm.text,status.VmLib,class,stat.comm
137314304,4264604,18,4320,F,(gdm-session-wor)
0,0,0,0,K,(netns)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
974848,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1146880,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
696320,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1138688,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1466368,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1433600,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
339103744,4754764,137,23236,F,(gnome-panel)
459603968,4747836,136,19160,F,(metacity)
598016,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1658880,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
43208704,4376244,45,4696,D,(devkit-disks-da)
0,0,0,0,O,(migration/1)
0,0,0,0,K,(jbd2/sdb2-8)
4157440,4328382,33,1588,D,(init)
0,0,0,0,K,(events/1)
65097728,139682103224268,120,6856,N,(sshd)
0,0,0,0,K,(cpuset)
6193152,140511285707196,5,1636,D,(in.talkd)
14974976,4265412,18,1904,C,(talk)
137314304,4264604,18,4320,F,(gdm-session-wor)
0,0,0,0,K,(flush-8:32)
14974976,4265412,18,1904,C,(talk)
0,0,0,0,K,(khelper)
14974976,4265412,18,1904,C,(talk)
263569408,140058317128940,83,20732,N,(httpd)
114647040,4562396,90,2148,O,(linux32.redes)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
696320,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
14974976,4265412,18,1904,C,(talk)
14974976,4265412,18,1904,C,(talk)
0,0,0,0,K,(netns)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
417792,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
970752,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1150976,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1454080,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
264724480,140058317128940,83,20732,N,(httpd)
114647040,4562396,90,2148,O,(linux32.redes)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
700416,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
21766144,140046997275812,81,2132,D,(dbus-daemon)
0,0,0,0,O,(async/mgr)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
409600,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1146880,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1429504,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
114647040,4562396,90,2148,O,(linux32.redes)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69603328,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
696320,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(pm)
618496,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
413696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
860160,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
970752,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1138688,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1466368,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1572864,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
101711872,140011848345548,120,7068,N,(sshd)
101711872,140011848345548,120,7068,N,(sshd)
112574464,5048612,209,1760,C,(bash)
0,0,0,0,K,(sync_supers)
101711872,140028674070476,120,7068,N,(sshd)
101711872,140028674070476,120,7068,N,(sshd)
112574464,5048612,209,1760,C,(bash)
0,0,0,0,K,(bdi-default)
261890048,140058317128940,83,20732,N,(httpd)
260296704,140058317128940,83,20732,N,(httpd)
264187904,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(kintegrityd/0)
126226432,4346820,38,3364,F,(gdm-binary)
142610432,4384428,47,4872,F,(gdm-simple-slav)
123899904,6016252,445,9560,O,(Xorg)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,139863992980644,81,2132,D,(dbus-daemon)
257679360,4403236,52,15784,F,(gnome-session)
137142272,4254540,15,4040,D,(gconfd-2)
312254464,4229804,9,18536,D,(gnome-settings-)
459603968,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376823808,4508132,77,18904,F,(gdm-simple-gree)
229474304,4230452,9,15408,O,(polkit-gnome-au)
101711872,139824954902476,120,7068,N,(sshd)
101711872,139824954902476,120,7068,N,(sshd)
112574464,5048612,209,1760,C,(bash)
0,0,0,0,K,(kintegrityd/1)
137314304,4264604,18,4320,F,(gdm-session-wor)
22556672,140435159580908,41,2788,D,(xinetd)
0,0,0,0,K,(kthreadd)
0,0,0,0,O,(kblockd/0)
0,0,0,0,O,(kblockd/1)
10874880,4331628,34,1756,D,(udevd)
15183872,4369756,43,2024,N,(dnsmasq)
0,0,0,0,O,(scsi_eh_1)
0,0,0,0,K,(mpt_poll_0)
0,0,0,0,K,(ata/0)
254484480,4467404,67,1936,D,(rsyslogd)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
9244672,4217300,6,2516,D,(irqbalance)
25890816,140091699446948,81,2132,D,(dbus-daemon)
31391744,4305780,28,2492,O,(avahi-daemon)
0,0,0,0,K,(ata/1)
184590336,140053883146700,104,8308,O,(cupsd)
28577792,4548788,87,3860,D,(hald)
1072168960,4327948,33,4720,D,(console-kit-dae)
20533248,4208132,4,3288,D,(hald-runner)
22704128,4215716,6,3352,D,(hald-addon-inpu)
22700032,4214700,5,3352,D,(hald-addon-stor)
20221952,4206212,3,3000,D,(hald-addon-acpi)
95457280,4292588,24,2048,D,(pcscd)
32829440,139692845577324,139,3984,D,(ntpd)
73547776,140651770032396,197,7472,D,(sendmail)
60555264,139653371777292,197,7340,D,(sendmail)
257675264,140058317128940,83,20732,N,(httpd)
114675712,140641166827516,13,1892,D,(crond)
353353728,4196532,1,7464,O,(fail2ban-server)
9469952,4280676,22,2548,D,(gam_server)
16986112,4214236,5,1900,D,(atd)
0,0,0,0,K,(khubd)
2451058688,1073795516,14,182492,C,(java)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4046848,4210956,5,1588,C,(uml_switch)
0,0,0,0,K,(migration/0)
48435200,4312228,29,5248,D,(devkit-power-da)
190849024,4197308,1,5200,D,(polkitd)
258359296,140058317128940,83,20732,N,(httpd)
263036928,140058317128940,83,20732,N,(httpd)
95272960,139886049396748,40,2400,D,(auditd)
156127232,4838188,158,5616,D,(gnome-keyring-d)
0,0,0,0,K,(khungtaskd)
0,0,0,0,K,(jbd2/sda1-8)
0,0,0,0,K,(kswapd0)
0,0,0,0,K,(kswapd1)
0,0,0,0,D,(kauditd)
43839488,4376244,45,4696,D,(devkit-disks-da)
43208704,4376244,45,4696,D,(devkit-disks-da)
0,0,0,0,K,(crypto/0)
0,0,0,0,K,(ksoftirqd/0)
0,0,0,0,K,(crypto/1)
156127232,4838188,158,5616,D,(gnome-keyring-d)
0,0,0,0,K,(watchdog/0)
0,0,0,0,K,(kpsmoused)
0,0,0,0,K,(kstriped)
0,0,0,0,K,(ksnapd)
0,0,0,0,K,(usbhid_resumer)
266280960,140058317128940,83,20732,N,(httpd)
0,0,0,0,O,(migration/1)
0,0,0,0,K,(flush-8:0)
0,0,0,0,K,(edac-poller)
156127232,4838188,158,5616,D,(gnome-keyring-d)
0,0,0,0,K,(ksoftirqd/1)
0,0,0,0,K,(flush-8:16)
142872576,140641166827516,13,2488,D,(crond)
9539584,5048612,209,1712,C,(copia-proc.sh)
101711872,140452051765196,120,7068,N,(sshd)
101711872,140452051765196,120,7068,N,(sshd)
112574464,5048612,209,1760,C,(bash)
0,0,0,0,K,(watchdog/1)
264966144,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(jbd2/sda2-8)
0,0,0,0,K,(jbd2/sdb2-8)
264187904,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(kjournald)
156127232,4838188,158,5616,D,(gnome-keyring-d)
0,0,0,0,K,(events/0)
10878976,4331628,34,1756,D,(udevd)
202129408,140272191389668,6,13584,N,(snmpd)
266010624,140058317128940,83,20732,N,(httpd)
107188224,4246876,13,1708,C,(tail)
74801152,6380492,534,9836,O,(Xvnc)
142598144,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,140406748783780,81,2132,D,(dbus-daemon)
257409024,4403236,52,15784,F,(gnome-session)
137146368,4254540,15,4040,D,(gconfd-2)
312238080,4229804,9,18536,D,(gnome-settings-)
459595776,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376832000,4508132,77,18904,F,(gdm-simple-gree)
229892096,4230452,9,15408,O,(polkit-gnome-au)
156127232,4838188,158,5616,D,(gnome-keyring-d)
4157440,4328382,33,1588,D,(init)
0,0,0,0,K,(events/1)
65097728,139682103224268,120,6856,N,(sshd)
101711872,139682242881484,120,7068,N,(sshd)
101711872,139682242881484,120,7068,N,(sshd)
112578560,5048612,209,1760,C,(bash)
0,0,0,0,K,(cpuset)
156127232,4838188,158,5616,D,(gnome-keyring-d)
137314304,4264604,18,4320,F,(gdm-session-wor)
114647040,4562396,90,2148,O,(linux32.jamhour)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
884736,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
811008,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
0,0,0,0,K,(flush-8:32)
0,0,0,0,K,(khelper)
264212480,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(netns)
798720,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
598016,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1056768,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1155072,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1335296,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1662976,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
1622016,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
156127232,4838188,158,5616,D,(gnome-keyring-d)
21766144,140046997275812,81,2132,D,(dbus-daemon)
0,0,0,0,O,(async/mgr)
101740544,140667665078220,120,7068,N,(sshd)
101740544,140667665078220,120,7068,N,(sshd)
114774016,5048612,209,1764,C,(bash)
0,0,0,0,K,(pm)
101830656,139972634228684,120,7068,N,(sshd)
101830656,139972634228684,120,7068,N,(sshd)
112578560,5048612,209,1760,C,(bash)
114647040,4562396,90,2148,O,(linux)
67821568,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
880640,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
765952,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(sync_supers)
720896,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
528384,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
983040,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1077248,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1257472,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(bdi-default)
261627904,140058317128940,83,20732,N,(httpd)
260296704,140058317128940,83,20732,N,(httpd)
263925760,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(kintegrityd/0)
126578688,4346820,38,3364,F,(gdm-binary)
142610432,4384428,47,4872,F,(gdm-simple-slav)
123899904,6016252,445,9560,O,(Xorg)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,139863992980644,81,2132,D,(dbus-daemon)
257679360,4403236,52,15784,F,(gnome-session)
137142272,4254540,15,4040,D,(gconfd-2)
312254464,4229804,9,18536,D,(gnome-settings-)
459603968,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376823808,4508132,77,18904,F,(gdm-simple-gree)
229609472,4230452,9,15408,O,(polkit-gnome-au)
0,0,0,0,K,(kintegrityd/1)
76943360,6380492,534,9836,O,(Xvnc)
140402688,4384428,47,4868,F,(gdm-simple-slav)
22503424,4216692,6,3148,D,(dbus-launch)
183099392,4264604,18,5112,F,(gdm-session-wor)
156127232,4838188,158,5616,D,(gnome-keyring-d)
7102464,4203572,3,2500,F,(lxsession)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,139716985607332,81,2132,D,(dbus-daemon)
56049664,139729220232180,26,6640,C,(ssh-agent)
184332288,4528212,82,8152,F,(openbox)
118050816,4209172,4,3880,D,(lxde-settings-d)
239693824,4382924,47,14816,F,(lxpanel)
357425152,4620788,105,17596,A,(pcmanfm)
136962048,4254540,15,4040,D,(gconfd-2)
119025664,4243812,13,14864,D,(im-settings-dae)
207376384,4230452,9,14808,O,(polkit-gnome-au)
141844480,4330484,34,4288,D,(gvfsd)
9334784,4280676,22,2548,D,(gam_server)
45072384,4211012,5,4500,D,(menu-cached)
137314304,4264604,18,4320,F,(gdm-session-wor)
41189376,4204004,3,4852,D,(gconf-im-settin)
796286976,4747989,136,36940,A,(codeblocks)
2125824,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
22556672,140435159580908,41,2788,D,(xinetd)
0,0,0,0,K,(kthreadd)
0,0,0,0,O,(kblockd/0)
2002944,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1581056,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1560576,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1613824,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
142876672,140641166827516,13,2488,D,(crond)
9322496,5048612,209,1712,C,(copia-proc.sh)
0,0,0,0,O,(kblockd/1)
10874880,4331628,34,1756,D,(udevd)
10874880,4331628,34,1756,D,(udevd)
0,0,0,0,K,(bluetooth)
0,0,0,0,K,(kacpid)
0,0,0,0,K,(kacpi_notify)
15183872,4369756,43,2024,N,(dnsmasq)
114774016,5048612,209,1764,C,(bash)
0,0,0,0,K,(kacpi_hotplug)
0,0,0,0,O,(scsi_eh_1)
0,0,0,0,K,(mpt_poll_0)
0,0,0,0,K,(ata/0)
254484480,4467404,67,1936,D,(rsyslogd)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
9244672,4217300,6,2516,D,(irqbalance)
25890816,140091699446948,81,2132,D,(dbus-daemon)
31391744,4305780,28,2492,O,(avahi-daemon)
30318592,4305780,28,2492,O,(avahi-daemon)
0,0,0,0,K,(ata/1)
184590336,140053883146700,104,8308,O,(cupsd)
28577792,4548788,87,3860,D,(hald)
1072361472,4327948,33,4720,D,(console-kit-dae)
0,0,0,0,K,(ata_aux)
20533248,4208132,4,3288,D,(hald-runner)
22704128,4215716,6,3352,D,(hald-addon-inpu)
22700032,4214700,5,3352,D,(hald-addon-stor)
20221952,4206212,3,3000,D,(hald-addon-acpi)
95457280,4292588,24,2048,D,(pcscd)
0,0,0,0,K,(ksuspend_usbd)
0,0,0,0,K,(kmpathd/0)
0,0,0,0,K,(kmpathd/1)
32829440,139692845577324,139,3984,D,(ntpd)
73547776,140651770032396,197,7472,D,(sendmail)
60555264,139653371777292,197,7340,D,(sendmail)
257675264,140058317128940,83,20732,N,(httpd)
114675712,140641166827516,13,1892,D,(crond)
353353728,4196532,1,7464,O,(fail2ban-server)
9469952,4280676,22,2548,D,(gam_server)
16986112,4214236,5,1900,D,(atd)
0,0,0,0,K,(khubd)
2451058688,1073795516,14,182492,C,(java)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4046848,4210956,5,1588,C,(uml_switch)
0,0,0,0,K,(migration/0)
0,0,0,0,K,(kseriod)
48435200,4312228,29,5248,D,(devkit-power-da)
192053248,4197308,1,5200,D,(polkitd)
258359296,140058317128940,83,20732,N,(httpd)
263036928,140058317128940,83,20732,N,(httpd)
95272960,139886049396748,40,2400,D,(auditd)
262819840,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(khungtaskd)
0,0,0,0,K,(jbd2/sda1-8)
0,0,0,0,K,(kswapd0)
0,0,0,0,K,(kswapd1)
0,0,0,0,K,(ksmd)
0,0,0,0,D,(kauditd)
43839488,4376244,45,4696,D,(devkit-disks-da)
43208704,4376244,45,4696,D,(devkit-disks-da)
0,0,0,0,K,(aio/0)
0,0,0,0,K,(aio/1)
0,0,0,0,K,(crypto/0)
0,0,0,0,K,(ksoftirqd/0)
0,0,0,0,K,(crypto/1)
156127232,4838188,158,5616,D,(gnome-keyring-d)
0,0,0,0,K,(watchdog/0)
0,0,0,0,K,(kpsmoused)
0,0,0,0,K,(kstriped)
0,0,0,0,K,(ksnapd)
0,0,0,0,K,(usbhid_resumer)
266018816,140058317128940,83,20732,N,(httpd)
0,0,0,0,O,(migration/1)
0,0,0,0,K,(flush-8:0)
0,0,0,0,K,(edac-poller)
0,0,0,0,K,(ksoftirqd/1)
0,0,0,0,O,(scsi_eh_3)
0,0,0,0,K,(watchdog/1)
264441856,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(jbd2/sda2-8)
0,0,0,0,K,(jbd2/sdb2-8)
264187904,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(kjournald)
0,0,0,0,K,(events/0)
10878976,4331628,34,1756,D,(udevd)
202129408,140272191389668,6,13584,N,(snmpd)
266010624,140058317128940,83,20732,N,(httpd)
74801152,6380492,534,9836,O,(Xvnc)
142598144,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,140406748783780,81,2132,D,(dbus-daemon)
257409024,4403236,52,15784,F,(gnome-session)
137146368,4254540,15,4040,D,(gconfd-2)
312238080,4229804,9,18536,D,(gnome-settings-)
459595776,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376832000,4508132,77,18904,F,(gdm-simple-gree)
229892096,4230452,9,15408,O,(polkit-gnome-au)
4157440,4328382,33,1588,D,(init)
0,0,0,0,K,(events/1)
65097728,139682103224268,120,6856,N,(sshd)
0,0,0,0,K,(cpuset)
137314304,4264604,18,4320,F,(gdm-session-wor)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
69480448,136885440,580,18446744073709600000,C,(kernel32-2.6.24)
884736,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
811008,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
0,0,0,0,K,(flush-8:32)
0,0,0,0,K,(khelper)
263688192,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(netns)
798720,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
598016,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1060864,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1155072,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
1335296,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
156127232,4838188,158,5616,D,(gnome-keyring-d)
21766144,140046997275812,81,2132,D,(dbus-daemon)
0,0,0,0,O,(async/mgr)
0,0,0,0,K,(pm)
0,0,0,0,K,(sync_supers)
0,0,0,0,K,(bdi-default)
261890048,140058317128940,83,20732,N,(httpd)
260820992,140058317128940,83,20732,N,(httpd)
263925760,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(kintegrityd/0)
126582784,4346820,38,3364,F,(gdm-binary)
142610432,4384428,47,4872,F,(gdm-simple-slav)
123899904,6016252,445,9560,O,(Xorg)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,139863992980644,81,2132,D,(dbus-daemon)
257679360,4403236,52,15784,F,(gnome-session)
137142272,4254540,15,4040,D,(gconfd-2)
312254464,4229804,9,18536,D,(gnome-settings-)
459603968,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376823808,4508132,77,18904,F,(gdm-simple-gree)
229609472,4230452,9,15408,O,(polkit-gnome-au)
0,0,0,0,K,(kintegrityd/1)
156127232,4838188,158,5616,D,(gnome-keyring-d)
45072384,4211012,5,4500,D,(menu-cached)
137314304,4264604,18,4320,F,(gdm-session-wor)
22556672,140435159580908,41,2788,D,(xinetd)
0,0,0,0,K,(kthreadd)
0,0,0,0,O,(kblockd/0)
101740544,140175708129228,120,7068,N,(sshd)
101740544,140175708129228,120,7068,N,(sshd)
112582656,5048612,209,1760,C,(bash)
114647040,4562396,90,2148,O,(linux32)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
884736,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,O,(kblockd/1)
10874880,4331628,34,1756,D,(udevd)
10874880,4331628,34,1756,D,(udevd)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
524288,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
978944,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1081344,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1257472,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1585152,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1564672,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(kacpid)
0,0,0,0,K,(kacpi_notify)
15183872,4369756,43,2024,N,(dnsmasq)
114774016,5048612,209,1764,C,(bash)
101711872,139909334099916,120,7068,N,(sshd)
101711872,139909334099916,120,7068,N,(sshd)
112578560,5048612,209,1760,C,(bash)
142872576,140641166827516,13,2488,D,(crond)
9322496,5048612,209,1712,C,(copia-proc.sh)
0,0,0,0,K,(kacpi_hotplug)
0,0,0,0,O,(scsi_eh_1)
0,0,0,0,K,(mpt_poll_0)
0,0,0,0,K,(ata/0)
254484480,4467404,67,1936,D,(rsyslogd)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
9244672,4217300,6,2516,D,(irqbalance)
25890816,140091699446948,81,2132,D,(dbus-daemon)
31391744,4305780,28,2492,O,(avahi-daemon)
30318592,4305780,28,2492,O,(avahi-daemon)
0,0,0,0,K,(ata/1)
184590336,140053883146700,104,8308,O,(cupsd)
28577792,4548788,87,3860,D,(hald)
1072361472,4327948,33,4720,D,(console-kit-dae)
0,0,0,0,K,(ata_aux)
20533248,4208132,4,3288,D,(hald-runner)
22704128,4215716,6,3352,D,(hald-addon-inpu)
667648,136885440,580,18446744073709500000,C,(kernel32-2.6.24)
22700032,4214700,5,3352,D,(hald-addon-stor)
20221952,4206212,3,3000,D,(hald-addon-acpi)
95457280,4292588,24,2048,D,(pcscd)
0,0,0,0,K,(kmpathd/0)
0,0,0,0,K,(kmpathd/1)
32829440,139692845577324,139,3984,D,(ntpd)
73547776,140651770032396,197,7472,D,(sendmail)
60555264,139653371777292,197,7340,D,(sendmail)
257675264,140058317128940,83,20732,N,(httpd)
114675712,140641166827516,13,1892,D,(crond)
353353728,4196532,1,7464,O,(fail2ban-server)
9469952,4280676,22,2548,D,(gam_server)
16986112,4214236,5,1900,D,(atd)
0,0,0,0,K,(khubd)
2451058688,1073795516,14,182492,C,(java)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4046848,4210956,5,1588,C,(uml_switch)
0,0,0,0,K,(migration/0)
0,0,0,0,K,(kseriod)
48435200,4312228,29,5248,D,(devkit-power-da)
192053248,4197308,1,5200,D,(polkitd)
258359296,140058317128940,83,20732,N,(httpd)
262774784,140058317128940,83,20732,N,(httpd)
95297536,139886049396748,40,2400,D,(auditd)
263081984,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(khungtaskd)
0,0,0,0,K,(jbd2/sda1-8)
0,0,0,0,K,(kswapd0)
0,0,0,0,K,(kswapd1)
0,0,0,0,K,(ksmd)
0,0,0,0,D,(kauditd)
43839488,4376244,45,4696,D,(devkit-disks-da)
43208704,4376244,45,4696,D,(devkit-disks-da)
0,0,0,0,K,(aio/0)
0,0,0,0,K,(aio/1)
0,0,0,0,K,(crypto/0)
0,0,0,0,K,(ksoftirqd/0)
156127232,4838188,158,5616,D,(gnome-keyring-d)
0,0,0,0,K,(watchdog/0)
0,0,0,0,K,(kpsmoused)
0,0,0,0,K,(kstriped)
0,0,0,0,K,(ksnapd)
0,0,0,0,K,(usbhid_resumer)
266018816,140058317128940,83,20732,N,(httpd)
0,0,0,0,O,(migration/1)
0,0,0,0,K,(flush-8:0)
0,0,0,0,K,(edac-poller)
0,0,0,0,K,(ksoftirqd/1)
0,0,0,0,O,(scsi_eh_3)
0,0,0,0,K,(watchdog/1)
264966144,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(jbd2/sda2-8)
0,0,0,0,K,(jbd2/sdb2-8)
264187904,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(kjournald)
0,0,0,0,K,(events/0)
10878976,4331628,34,1756,D,(udevd)
202129408,140272191389668,6,13584,N,(snmpd)
266010624,140058317128940,83,20732,N,(httpd)
74801152,6380492,534,9836,O,(Xvnc)
142598144,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,140406748783780,81,2132,D,(dbus-daemon)
257409024,4403236,52,15784,F,(gnome-session)
137146368,4254540,15,4040,D,(gconfd-2)
312238080,4229804,9,18536,D,(gnome-settings-)
459595776,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376832000,4508132,77,18904,F,(gdm-simple-gree)
229892096,4230452,9,15408,O,(polkit-gnome-au)
4157440,4328382,33,1588,D,(init)
0,0,0,0,K,(events/1)
0,0,0,0,K,(flush-8:16)
65097728,139682103224268,120,6856,N,(sshd)
263073792,140058317128940,83,20732,N,(httpd)
0,0,0,0,K,(cpuset)
137314304,4264604,18,4320,F,(gdm-session-wor)
0,0,0,0,K,(flush-8:32)
0,0,0,0,K,(khelper)
264212480,140058317128940,83,20732,N,(httpd)
142872576,140641166827516,13,2488,D,(crond)
108113920,5048612,209,1712,C,(sh)
